Gene	DMSO_rep1	DMSO_rep2	E2_rep1	E2_rep2
MSANTD3	45	60	66	83
KIF26A	216	236	255	310
ATG2B	895	932	700	836
ARFGEF1	803	780	1134	1295
ACSM2B	1	0	0	1
ZFAT	139	136	130	133
MTFR1	193	214	142	203
STAG3	20	14	17	19
FECH	210	208	205	215
MYO9A	848	963	770	893
DDX3Y	0	0	0	0
PFKP	469	441	815	1055
IDI1	1189	1200	1061	1253
SP100	113	124	99	112
KLF6	81	80	43	43
PLPP1	16	19	15	7
NEO1	899	926	687	760
TRAM1	675	744	672	775
PHKA1	133	131	146	205
TNFRSF1A	257	212	246	324
CACNB1	4	6	8	12
EVI5	149	144	135	132
STOML1	35	26	23	60
PKM	3374	3207	3492	4470
DHX29	514	548	375	436
DNTTIP2	242	216	346	401
METTL22	63	71	40	79
TP53BP1	410	389	363	464
TRO	0	0	0	0
RRP15	139	122	254	289
RHOA	1211	1150	1085	1294
DHX8	309	305	327	370
PMS2P4	30	30	22	19
PRKCZ	139	188	116	128
ZFY	1	0	0	0
IARS2	556	525	573	582
SYT1	1472	1411	1034	1232
NAV3	11	23	2	9
IDH3G	327	275	324	376
ROGDI	257	219	182	212
PDZD4	41	32	35	54
ATP2B3	0	0	0	0
ROCK1	588	647	476	527
CBFB	363	354	485	530
PDK3	157	160	134	157
HYAL2	63	54	103	136
HDAC4	17	16	39	37
RASSF1	37	36	43	77
FGFR3	111	100	184	210
IFI35	45	31	28	41
HEATR6	1035	987	972	1254
COASY	98	96	94	131
PLEKHH3	133	131	83	117
MEF2A	490	511	286	342
OTUD5	323	295	248	310
TFE3	222	185	136	235
TBC1D25	61	61	65	86
ACSL4	15	17	12	17
INPP5A	156	183	165	186
GPKOW	118	119	98	132
GRIPAP1	310	318	258	317
FTSJ1	146	158	205	260
PRR11	417	381	325	331
REEP1	155	165	301	451
ATP11A	80	82	240	323
POLR1A	372	384	845	1059
LAPTM4A	559	551	653	800
TTC7A	64	74	81	150
IP6K2	336	342	166	223
STON1-GTF2A1L	0	0	0	1
SRBD1	251	241	214	279
	1026	996	1092	1422
KIF2A	374	378	515	634
RASGRP2	0	0	0	0
PSME4	319	356	387	459
IFT80	151	166	104	157
SIRT2	127	151	126	166
ERLEC1	379	417	310	421
PPP2R5B	20	16	10	22
PYGM	4	2	7	2
PAGE1	0	0	0	0
PITX1	64	69	122	129
TRPC7	0	0	0	0
MAST4	167	214	314	377
ADGRF5	0	0	0	0
SDK2	5	12	62	84
ADAM7	0	0	0	0
NUP133	290	330	238	303
NUCKS1	6335	6273	5081	6143
VPS35	1019	931	984	1256
DNAJA2	475	448	493	608
BCL3	105	134	97	92
KCNAB2	40	33	45	50
ABCC9	6	6	3	2
GAL	0	0	3	1
CLEC2D	19	21	9	8
FUNDC1	126	137	93	100
MAOB	0	0	0	0
RORA	20	10	14	14
DRD4	0	0	0	0
TGFBR3	12	16	10	15
	98	82	38	48
PLA2G10	4	9	3	4
HES2	8	11	6	4
ATP1B3	126	147	172	213
NEDD4	986	955	720	842
PIGB	118	138	70	108
MAPK6	1237	1289	1483	1817
GNB5	181	162	160	217
RAB27A	119	129	133	128
HDHD5	142	131	146	190
UFD1	240	274	264	309
LRP6	270	280	242	300
GUCY2C	0	0	0	0
SCT	0	0	0	0
PHRF1	267	211	318	385
ELP1	329	323	328	420
NUCB2	2330	2360	1820	2293
PFN2	762	764	692	900
PTPN3	239	288	249	310
SPTB	3	5	6	6
DAPP1	2	1	1	0
FGF10	0	0	0	0
SLC44A1	2632	2745	1749	2245
TMEM260	156	163	145	185
SMG6	214	190	144	219
EXOC5	710	717	649	779
CLTCL1	75	99	63	83
FGF22	1	1	0	3
FSTL3	21	13	16	27
DGCR2	555	587	520	651
RNF126	71	82	107	140
MNT	80	76	75	129
ZXDC	150	172	109	142
JMJD6	71	68	79	105
POLB	47	50	76	73
ST6GALNAC1	0	0	1	0
WIPI1	158	119	163	191
FRMPD1	0	3	0	0
GBA2	116	108	102	112
NDST1	348	349	337	367
ASNS	63	55	83	112
AP3M2	88	82	97	156
CNGB1	0	0	0	0
ST6GALNAC2	549	562	262	340
CHAT	0	0	0	0
PABPC1	8272	8284	7752	9389
TESK2	163	132	57	67
CFAP20	150	131	170	252
CSNK2A2	490	453	492	566
PTPN21	50	68	55	71
EIF2B3	39	48	71	84
CAMK2A	0	0	0	0
TCOF1	91	91	224	259
CDC42	890	908	834	1004
OSBPL3	2	0	0	0
EPHA8	0	0	0	0
SLC12A3	0	0	1	7
RAD18	207	199	247	318
ATP2B1	1311	1324	826	903
TRPM5	1	0	0	3
NCK2	230	233	206	225
MAP4K4	556	556	444	564
MGAT4A	686	687	612	712
RPL31	1565	1467	1357	1706
WDR1	861	864	996	1208
SNX13	585	601	527	592
MS4A12	0	0	0	0
ARHGAP10	628	609	480	565
RPS6KA2	98	78	192	244
ING3	43	32	29	34
VASH1	2	1	2	0
LMCD1	145	148	380	408
BUD23	593	538	652	814
SEL1L	2592	2534	1667	2032
TRIP13	134	122	178	215
ATP6AP1	978	888	741	936
TCF3	614	663	584	742
TRIB2	11	7	10	7
DAZAP1	406	418	472	542
MBD3	172	133	175	196
PRLH	0	0	0	0
HLTF	1092	1098	854	1046
FAM50A	266	245	243	311
FAM3A	154	159	143	233
CPSF1	735	665	733	858
MYO3B	1	1	4	2
CYBRD1	2	3	5	4
CDH19	0	0	0	0
PDCD2	186	198	213	241
SLC6A15	0	0	0	0
RDH11	437	407	413	545
PRKACA	253	220	226	291
ADGRL1	391	362	448	553
SPP2	1	4	3	3
ACTN1	710	738	843	1041
ZFYVE26	548	529	368	465
RPS6KA6	0	0	0	0
EPN2	185	155	152	171
PTPN18	1147	1194	844	1119
LIMS2	0	0	0	0
ASIC4	1	3	1	1
SPEG	29	25	65	75
LNX1	130	137	52	61
ALDH3A2	235	249	256	338
TFRC	2196	2169	4591	5511
SREBF1	1495	1444	865	1158
TRPC5	0	0	0	0
AFF4	1122	1126	1206	1344
UBE2D1	87	114	103	138
MPP5	632	626	379	491
RHOBTB1	66	69	559	652
	0	0	0	0
SMC1A	1312	1120	1263	1490
HSD17B10	382	335	287	419
MARK2	375	348	333	389
HMMR	310	305	198	239
CHFR	218	214	269	331
TRHDE	0	0	0	0
P4HA2	38	25	59	51
FCGR2B	0	0	0	1
NFATC3	384	365	410	460
TRNT1	166	150	379	447
ACADVL	610	581	518	639
STK10	124	136	219	267
FBXW11	558	567	512	627
ACAP1	2	2	3	6
CRMP1	0	0	0	0
EVC	0	0	1	0
DERL2	121	141	133	167
SIDT1	363	365	217	210
NDE1	164	180	144	167
MRVI1	0	0	0	0
TMEM38A	28	23	13	20
AP1M1	131	124	143	180
PVR	68	57	151	147
	63	78	51	75
XRCC1	201	221	181	228
SCARB1	168	142	220	290
CYP2W1	2	1	0	1
MCM2	533	494	780	1030
MOV10L1	1	0	1	0
PANX2	9	17	10	9
SELENOO	152	133	157	189
TP63	18	10	14	13
ALPK1	183	176	145	146
LLGL2	1684	1664	1514	2044
PDE8A	639	671	579	728
CLCN4	3	1	0	2
NLE1	39	34	95	123
SDHA	810	798	677	871
SMARCE1	641	700	580	646
FNDC8	0	1	0	0
GSDMB	42	47	30	35
KDM5A	471	522	416	569
ADAM11	13	3	14	14
PPP2R3A	91	94	80	96
FERMT2	117	142	134	160
ABCB11	19	10	10	9
DHRS9	0	0	0	0
CD5L	0	0	0	0
PTGS2	0	0	0	0
IGF2BP2	0	2	3	1
MAP3K13	310	349	215	254
ST6GAL1	4	3	0	1
TBX21	0	0	0	1
VDAC1P1	1	0	0	0
FRY	16	7	11	10
PICALM	1467	1350	1128	1309
NSF	363	366	327	409
GLI2	0	1	1	0
CLASP1	449	447	382	494
MRPS34	405	440	514	651
NOTCH3	447	441	268	330
CLNS1A	633	628	673	864
PPP2R2C	180	167	322	383
TEAD2	151	129	127	160
EED	149	110	149	169
CDHR2	0	0	0	1
SNCB	1	0	1	3
TSG101	465	483	300	353
NCBP3	179	179	173	257
ATP2A3	1128	1095	951	1143
CA12	140	157	1992	2316
MGLL	40	34	29	41
NTN4	66	69	40	33
BCS1L	33	52	60	101
NUAK1	117	119	46	57
DPP8	576	563	469	562
SLC24A1	399	362	251	303
ZNF532	39	29	16	31
SCARF1	4	3	3	3
LMAN1	738	752	581	738
HACD3	1751	1751	1485	1894
IPCEF1	1	1	1	4
ZZEF1	511	505	430	489
NOX3	0	0	0	0
ENO1	7103	6617	5572	6843
SLC12A1	0	1	1	2
MYDGF	88	87	99	119
ANO8	49	52	31	56
TUBE1	26	37	39	60
ARHGEF10L	94	104	272	348
TXK	0	0	1	0
WSCD2	0	1	2	0
KCNQ2	2	1	0	1
TACR2	7	9	2	5
ACTR6	219	212	181	210
TIPIN	44	62	138	156
SRI	131	128	128	141
EIF4G3	406	391	338	420
NUP37	179	198	171	175
SEMA3A	1	1	0	0
GTSE1	191	176	131	173
SEMA3C	3437	3418	5215	5966
TTC38	73	91	68	100
ACAT1	250	239	218	279
GRAMD4	252	272	210	295
CELSR1	517	548	1062	1248
WNT8B	0	0	0	3
ZNF638	1357	1375	1152	1407
SLC25A40	394	387	291	390
TIMM21	61	55	94	110
ADD2	1	0	1	0
FGF4	0	0	0	0
RASAL2	62	53	73	85
VPS9D1	88	90	39	51
ZNF37A	204	215	288	332
MARK3	715	752	693	814
SLC25A3	1050	1042	1019	1322
FNDC3B	154	159	210	274
FOSL2	590	528	1264	1542
CACNG5	0	0	0	0
CACNG4	311	274	531	659
FRYL	807	855	1194	1335
TMEM131	760	751	794	894
FSCN1	7	7	13	15
ACTB	8339	7964	7943	10094
MOCOS	50	49	83	127
PLD1	18	8	5	10
ATP12A	0	0	0	0
WDR62	161	147	193	262
DLG1	840	899	881	1020
RAB7A	1048	1104	959	1181
BCAP29	183	182	149	187
SEC31B	6	4	3	6
SART3	569	572	725	931
ARHGAP15	0	0	0	3
TUBA3D	0	0	20	19
PAX2	0	0	0	0
EXOSC7	57	60	100	110
KIFAP3	154	151	111	148
MKRN2	210	196	200	284
MCM6	531	509	882	1176
REXO2	63	52	50	77
RBM7	29	36	29	41
RBMS2	6	3	3	3
BAZ2A	346	418	257	391
PTPN23	107	116	113	164
MLH1	218	228	226	257
UNG	408	453	779	977
FMO4	69	50	35	66
KLHL20	182	149	108	152
RGS11	4	2	6	7
SLC46A1	58	46	57	65
PLXNA2	5	4	1	12
SPAG5	175	172	140	185
ANKRD13A	235	218	212	288
TPD52	575	630	433	512
ACACB	147	138	104	108
TRAF4	262	248	181	254
PAG1	2	4	3	2
GPATCH1	150	112	133	164
ICAM3	60	59	49	95
NT5C2	332	359	727	947
MCAM	0	0	2	4
GPC4	42	38	32	43
MBNL3	438	424	461	503
CAMSAP3	257	281	323	374
RAP1GAP	334	325	215	288
XAB2	253	277	316	417
ARHGEF1	152	168	181	230
STXBP2	116	99	87	134
MAP2K7	79	112	93	138
NMRK2	0	0	0	0
DGKD	245	242	176	253
CTTNBP2	0	0	0	0
ACTL6B	0	0	0	0
RARB	0	0	0	1
TOP2B	2721	2779	2049	2443
TM9SF3	1631	1569	1396	1635
NFKB2	169	136	155	173
UBE2T	159	164	169	231
PPP1R12B	201	227	243	246
DNAJC10	554	604	691	771
GTF3C1	2682	2562	1552	2019
IL4R	57	38	39	55
USP33	475	451	330	411
PAK3	0	3	1	2
CAPN6	0	0	0	0
DCX	0	0	0	0
SNRPA	242	266	293	415
SPAG6	1	2	0	2
EXOSC5	32	26	52	74
DYNC1I2	593	639	636	717
APBB1IP	2	2	1	3
LRCH4	285	313	167	229
FAM76B	130	112	121	146
SIRT6	62	35	40	51
TYR	0	0	0	0
POLD3	238	244	313	391
ACTN2	0	0	0	0
CAPZB	515	524	544	615
GPR137B	73	82	38	60
NAALAD2	0	0	0	0
JADE1	170	136	170	228
SLC25A43	119	133	132	144
UBE2A	411	417	366	404
FGFR1	182	177	132	162
FKBP6	0	0	0	0
	4920	5012	4137	4844
SMC1B	27	36	52	50
FBLN1	2	2	2	2
ITGA8	1	0	0	0
CST7	0	0	0	0
MAP2	44	39	22	27
PIAS2	142	159	151	172
AMPH	0	0	0	1
ARAF	261	269	237	291
MCCC1	437	441	306	373
LAMP3	2	13	6	2
FAP	0	0	0	0
NEBL	1348	1333	960	1145
ACER3	91	84	242	294
UBE2K	570	635	633	815
PIK3C3	151	212	129	174
N4BP2	578	601	443	493
TIGAR	39	33	31	50
TULP3	101	96	100	135
SYNJ2	282	271	261	325
ADCY2	1	1	2	4
PPP2R5C	1115	1103	910	1119
PMS2P1	46	68	42	69
RBFOX1	0	0	0	0
GNB1	1275	1234	996	1323
HOXA9	1	0	1	0
EDN1	9	5	24	30
MLLT10	388	356	366	488
ZCWPW1	25	21	15	18
ADCYAP1R1	0	0	0	0
FGF20	0	0	0	0
P2RY10	0	0	0	0
ITM2A	0	0	0	0
NRDC	677	722	570	761
VDAC3	219	227	211	254
PCM1	1520	1515	1449	1629
TNRC6C	170	159	121	132
CBFA2T2	217	251	163	197
BRINP1	0	0	0	0
ITCH	555	594	681	834
PKD2L2	1	0	2	5
TP53INP2	26	21	13	14
SDF4	371	372	341	465
MYH7B	0	1	0	3
BPIFB2	1	0	0	0
TP73	33	37	17	20
TOLLIP	146	139	166	186
UBE2D4	35	25	41	35
CLUL1	3	0	0	2
RUNX1T1	2	1	0	0
CDH17	1	1	0	0
THOC1	119	137	130	171
FKBP7	12	3	9	10
OSBPL6	28	40	22	12
SLC1A3	0	0	0	0
XRCC5	1825	1787	2020	2400
LXN	557	618	481	584
SP140	1	1	1	1
MKNK1	102	117	84	113
TNS1	23	16	54	51
REXO1	74	79	85	122
SAR1A	677	646	652	827
CDC14A	8	9	5	10
RAPGEF3	14	16	7	13
CEACAM1	3	1	7	6
SENP1	298	288	274	290
DUSP13	0	0	0	0
CIC	254	248	204	271
LIPE	0	0	0	0
FDFT1	647	641	1229	1447
PAFAH1B3	160	131	105	151
OPHN1	169	182	258	332
AFM	0	0	0	0
KIF22	643	612	577	734
SCGN	4	8	5	4
CARMIL1	921	971	652	840
PGM1	70	65	60	70
DDX1	732	716	658	815
DNM2	809	832	743	905
EPB41L2	36	36	23	41
RIMS1	355	344	204	272
MOXD1	0	0	0	0
STX7	253	224	181	207
RABL2B	35	35	31	47
KEAP1	357	348	261	359
DDX43	21	29	29	33
PTPRH	1	0	13	7
DCT	0	0	0	0
SLC35C2	299	308	283	384
CRYBG3	45	48	43	48
EPHA6	4	5	3	1
SCTR	0	0	0	0
RFX3	35	50	24	23
RIF1	1918	1937	3261	3823
RAB21	683	715	590	690
SLC4A4	0	0	0	0
SMARCA2	591	586	607	738
RDH8	0	0	0	0
SESN1	221	217	73	102
MID2	548	530	379	498
PIH1D3	0	0	0	0
COL5A3	0	1	0	1
SRCAP	401	365	407	504
PUM3	137	114	407	512
CPB2	0	0	0	0
CHRNA3	2	3	2	0
KCNN2	1	1	1	1
CNOT4	201	219	175	221
PSEN1	702	755	576	668
CPOX	73	66	67	86
CLDND1	127	115	102	106
MOK	58	59	56	71
HSP90AA1	3031	3039	3967	4565
RBL1	91	95	176	183
DLGAP4	106	119	106	159
IGSF9B	14	13	17	22
CFHR2	0	0	0	0
CROCCP3	13	15	13	10
NDC80	200	201	131	178
AP4E1	482	481	545	650
RSBN1	458	510	417	524
MAGI3	365	394	262	282
CXCL2	0	0	0	0
AFP	0	0	0	0
COL4A4	0	1	0	1
TCF7	2	4	5	4
OSTM1	199	220	163	207
CDH7	3	0	0	0
IMPG2	1	2	2	1
PCNP	495	560	432	625
EXD2	239	242	162	216
ARG2	6	4	10	5
MEF2C	1	0	2	0
PTPRC	0	0	0	0
CACNA1S	0	0	0	0
PKP1	26	21	16	24
UBA5	379	405	263	289
STK17B	340	309	301	337
CDC14B	35	42	25	20
ZNF510	202	211	235	241
LRP2	20	15	9	8
ZNF506	200	199	185	218
JMJD4	106	114	216	288
DUSP12	60	46	64	75
AACS	396	394	418	556
KIAA0141	183	187	134	175
SLC13A1	0	0	0	1
CADPS2	6	3	3	0
PCDHB4	9	19	6	12
PCDHA6	30	34	30	33
PCDHGA2	1	3	2	1
HSPB11	97	106	99	102
PHLPP1	126	140	106	116
ATP8B1	1272	1294	1418	1749
IL12RB2	0	0	1	0
SMARCD3	3	6	4	10
WDR70	250	275	184	237
FYB1	0	0	0	0
MPP4	1	2	1	3
STRADB	86	116	69	69
BZW1	2570	2435	2552	3191
PGR	9	9	218	289
C1QTNF3	18	15	9	22
ME2	31	41	52	55
C5orf22	371	396	394	475
CCNT2	506	489	514	645
FAM135A	0	1	3	1
COL19A1	0	0	0	0
EPB41L3	0	0	0	0
COBLL1	945	1037	520	641
DLG3	670	588	353	430
KCNK2	3	2	0	2
SERTAD4	58	53	55	63
TRAF5	100	103	103	127
MRPL22	47	42	44	67
GEMIN5	153	143	368	448
OPRK1	1	0	0	0
NFE2L1	1274	1232	1068	1310
SEMA5B	0	0	1	0
GSK3B	898	871	661	798
ITGB5	231	215	368	442
ERC1	183	192	159	210
XPO1	2409	2385	2328	2732
LINC01587	0	0	0	0
RNF13	442	467	348	409
TRPM3	1	0	1	0
PALB2	192	192	388	467
DOPEY1	277	277	381	438
LYRM2	340	346	326	367
BCKDHB	257	284	181	208
KAT6A	473	468	556	624
ZCCHC6	504	470	498	577
ULK2	109	97	93	128
GRHL2	1154	1101	1827	2262
TNPO1	975	940	1004	1108
PLOD1	154	174	164	220
P2RX5	3	0	9	12
ITGAE	21	28	31	47
DIS3	535	547	589	711
PIBF1	160	141	165	181
TDRD3	87	121	91	118
AC000061.1	0	0	0	0
NUFIP1	76	54	119	158
PDS5B	576	545	438	537
OXCT1	0	0	0	0
RRAGB	90	114	93	88
EPYC	0	0	0	0
CYLD	209	226	302	334
SLC27A5	19	20	29	40
ZNF324	78	77	113	154
ZNF671	0	0	0	0
ZNF416	57	64	70	97
ZNF586	120	118	123	182
ZNF446	120	116	73	116
	0	0	0	0
ZNF264	47	54	39	52
RPS5	1634	1572	1431	1916
FAT1	651	589	631	785
YTHDC1	507	511	563	679
CHMP2B	463	442	387	506
SMAP2	258	234	172	255
PPIE	213	207	171	268
ZMPSTE24	395	399	470	588
STARD7	1665	1525	1805	2276
NOA1	266	284	269	334
REST	1477	1448	1130	1410
HAL	2	0	2	1
SSH1	314	305	307	359
GSTP1	0	0	6	1
APLP2	3026	2961	2461	2964
FAM234B	229	191	262	297
SLCO1A2	0	0	0	0
WBP11	274	258	428	500
EIF3I	565	518	600	727
NKAIN1	2	3	12	18
COL16A1	7	7	8	11
TXLNA	519	449	542	780
APOB	1	0	0	0
NCOA1	727	718	629	741
AGBL5	171	153	147	165
EFR3B	118	134	109	125
KIF3C	63	66	32	40
RAB10	1546	1577	1484	1822
GCKR	0	0	0	0
HADHA	1396	1343	1282	1514
MAPRE3	35	30	31	25
CAD	504	429	655	836
CD59	478	489	431	489
CD82	60	58	67	77
BCORL1	46	41	46	58
ATRX	1382	1470	1171	1373
AK6	324	356	451	521
FCN1	0	0	0	0
MYNN	244	204	214	257
MECOM	1	5	5	6
SCAMP1	652	648	558	702
PREP	136	136	192	220
HACE1	92	89	64	72
SEH1L	192	195	369	460
WDR47	126	142	106	137
WDFY1	342	293	250	329
OVGP1	3	3	3	1
SLC25A24	843	824	2599	3217
MAP3K4	162	194	188	221
PILRA	2	4	0	2
IGSF9	37	42	31	30
ABCB1	0	0	0	0
ZNF213	66	72	69	61
AKR1B1	1	2	1	2
CPNE3	1415	1404	1221	1524
RRN3	293	300	476	527
CTTN	2128	1944	2308	2799
WNT11	66	61	22	8
MTIF2	409	375	332	428
DDHD2	131	148	121	131
TTC39A	518	560	475	605
EPS15	680	644	756	925
ORC1	64	60	118	146
MGST2	169	155	193	241
CHERP	182	159	250	324
ATG16L1	219	242	163	215
USP40	255	277	202	245
POMGNT1	338	302	296	333
RAD54L	68	59	67	87
MAST2	353	363	357	455
DNAJA1	357	353	816	1013
B4GALT1	172	167	1376	1644
CHMP5	387	369	362	409
NFX1	347	330	378	511
AQP6	1	3	0	4
DIMT1	115	149	240	306
IPO11	208	227	273	326
FOLH1	0	0	1	0
EIF2AK1	1223	1146	1059	1189
NME8	0	0	0	0
EPDR1	19	19	19	15
SNX10	182	211	202	300
SEPHS1	476	432	468	541
MRPL28	305	307	308	411
HBQ1	0	1	0	0
ITPKC	156	156	115	213
CEACAM6	239	245	178	205
FAT2	0	0	0	0
RBM22	188	190	146	205
TMED2	1786	1799	1875	2331
ERO1B	9	12	5	3
ZFAND6	470	497	413	482
HSD17B2	0	0	0	0
TXLNG	164	132	313	373
PPEF1	6	2	6	1
LAT2	1	1	3	4
HUWE1	4055	4302	3842	4541
ZW10	144	147	173	195
ALG9	22	28	21	28
MYBPC2	0	0	0	0
NOX4	0	0	0	0
ACOX3	110	98	109	122
MTMR2	101	114	104	124
PPP1R15A	102	105	76	91
HSD17B14	260	245	182	230
TRIP6	287	273	380	532
ACHE	10	15	22	14
FTL	2031	1943	1651	2255
SRRT	622	606	718	964
BAX	140	128	103	147
NLK	148	159	132	158
PIGS	273	251	237	287
ADAMTS2	0	1	0	0
TMPRSS11E	0	0	0	0
ATXN7L3	357	304	363	393
PGS1	92	115	105	168
PSMC5	589	577	624	725
UIMC1	132	136	182	201
CETP	0	0	0	0
MMP2	0	0	0	0
MT3	0	0	0	0
LPCAT2	14	7	16	11
GNAO1	1	0	0	0
OGFOD1	145	135	427	512
SH3BP2	146	140	155	198
NOP14	256	234	485	625
ADD1	995	994	870	1016
L2HGDH	83	86	102	135
TXNDC16	316	305	231	305
RTRAF	442	523	510	612
NID2	0	0	0	0
GMCL1	344	323	313	345
SF3B2	2088	2003	1962	2377
KLHL42	147	180	194	249
GNAS	9559	9401	8138	10126
DNM1L	274	281	251	289
PTHLH	1	0	0	0
PHACTR3	0	0	1	0
ERGIC2	246	281	292	326
TFAP2C	357	394	764	855
AURKA	535	529	400	548
CASS4	0	1	0	0
PIR	55	78	44	53
AAMDC	76	82	82	100
RFX2	37	45	35	39
	397	376	335	401
METTL2A	179	181	255	271
SULT2B1	125	121	138	182
ALG6	105	104	94	96
CNOT3	279	290	264	293
GP6	1	2	1	4
PTPN4	462	458	296	332
DDX18	637	583	952	1111
KHSRP	591	581	666	772
GNA11	341	295	348	397
ASAP3	196	171	116	151
EDEM2	57	81	50	74
DNMT3B	247	286	236	259
REM1	0	0	0	0
TPX2	1089	1048	863	1008
FER1L4	168	145	102	141
PDRG1	97	77	127	170
EPB41L1	215	191	549	698
SLC15A1	1	0	3	2
DOCK9	236	186	250	268
ANKRD10	111	111	78	104
TGDS	47	53	59	80
DOCK3	97	113	93	130
C3orf18	5	6	4	6
COQ9	144	133	130	175
TMEM40	2	0	2	2
KIF9	13	5	11	25
ARHGAP28	2	1	0	2
CRLS1	61	69	82	103
DEFB127	0	0	0	0
PPP1R13B	426	430	403	494
ATRN	452	460	382	453
SMOX	7	4	28	23
SIGLEC1	1	0	0	1
FKBP1A	236	238	245	289
NSFL1C	137	139	137	184
SLC4A11	8	11	26	27
C20orf194	81	98	53	64
ZNF343	34	27	42	69
EBF4	10	9	13	13
CPXM1	0	0	1	0
MAVS	417	434	408	470
LZTS3	4	4	7	7
F11	0	0	0	0
XRN2	807	789	830	973
KIZ	40	40	30	48
DYNLL1	658	623	680	849
TESC	0	2	3	2
SNX5	436	434	554	599
RPL6	2505	2464	2251	2820
SIRPG	0	0	0	0
MAPKAPK5	239	256	341	404
P2RX7	0	2	1	0
ESF1	161	169	265	311
RBBP9	135	135	142	163
ANAPC5	808	792	854	1009
SLC23A2	200	201	126	146
SLC8B1	71	88	59	95
TMEM230	464	457	368	439
DZANK1	20	13	11	17
KDM2B	324	261	378	427
CFAP61	4	2	1	0
LHX5	0	0	0	0
TASP1	74	70	82	125
OAS1	18	14	9	4
GCN1	1308	1295	1635	2010
RPLP0	3659	3465	3259	4303
PXN	954	925	646	764
SIRT4	5	6	1	5
RPH3A	1	0	0	0
KIF16B	241	250	251	283
TRMT6	44	45	94	123
CHGB	0	1	0	0
PEBP1	1770	1735	1584	2102
TBX5	0	0	0	0
BRAP	251	258	228	312
ERP29	1215	1146	913	1152
NOS1	1	0	1	2
FUS	388	378	484	611
IGBP1	296	297	214	307
FXYD5	0	0	0	0
ZNF302	188	207	131	170
GRAMD1A	156	136	87	115
FXYD3	652	577	474	629
HEPH	0	0	0	0
CDIP1	0	0	0	0
CMTM1	2	1	2	3
KCNH4	0	0	0	0
GANAB	1484	1372	1204	1572
GMIP	74	51	165	189
RBM41	185	170	145	170
BIRC5	378	344	322	371
LAG3	0	0	0	3
MLF2	488	438	426	521
OTUB2	47	46	24	37
DDX24	1024	1095	1765	2166
ZBTB25	229	238	257	260
NECAP1	154	168	131	224
ARHGAP4	59	57	58	76
ANKRD24	24	23	15	17
DHX32	292	280	297	355
RCOR1	881	941	792	1048
GPATCH2L	523	480	416	508
LTBP4	145	144	134	192
BLVRB	586	607	736	1111
SLC9A1	98	71	33	56
SPTLC1	430	418	350	435
PAPOLA	1506	1569	1445	1656
CCNK	162	155	175	209
PCBP4	25	23	25	32
RGS1	0	0	0	0
YPEL3	338	346	151	213
MRPS33	193	192	219	256
NDUFB2	161	160	142	190
NUDC	147	144	241	357
MAEA	321	326	317	432
ICAM1	74	64	59	89
STRN4	327	325	356	408
IRAK3	2	0	3	2
LYZ	3	3	7	4
SI	0	0	0	0
MUL1	83	79	78	108
TFAP4	89	70	299	400
PDCD7	161	179	152	193
SPG21	640	610	626	719
FETUB	0	0	0	0
DNAJB11	260	250	314	350
P3H2	0	0	0	1
THPO	1	1	0	0
CHRD	18	12	5	12
FLT3LG	3	2	2	2
RAB11FIP3	238	242	367	404
GNPTG	215	197	192	271
ZNF268	431	433	450	556
GOLGA3	1088	1071	1189	1495
PABPC4	583	517	709	720
CD209	0	0	1	1
CERS4	139	125	101	128
MCOLN1	38	39	36	31
USP48	221	248	207	260
EFNB1	38	32	49	50
PDPR	340	325	591	689
AARS	1112	1089	1260	1540
GLG1	1770	1696	1468	1708
KIF4A	403	351	337	336
TNRC6A	595	637	612	791
	4	4	1	2
PLEKHG2	155	148	146	183
DLL3	0	0	0	0
NAT14	57	37	36	35
PITPNM2	18	9	210	238
EXOC1	300	335	282	289
RBM27	365	357	428	494
POU4F3	0	1	0	0
OSBPL8	1045	1059	629	812
DTX2	135	140	115	132
NLRC4	0	0	0	0
PUS7	100	108	300	377
LAMB4	0	1	1	1
NRCAM	1392	1378	1432	1698
LAMB1	188	234	177	225
SLC26A4	1	2	0	0
SLC26A3	0	0	0	0
DLD	600	553	492	580
WDR7	188	203	123	129
TXNL1	334	298	274	325
IL5RA	0	0	0	0
ABCC6	31	24	19	24
CMTM6	857	893	639	822
ITGA6	102	81	78	104
RAPGEF4	11	12	8	3
MAP3K20	468	490	413	472
SMPX	0	0	0	0
FH	138	163	158	193
SEL1L3	248	212	211	256
TF	1	3	2	1
CDV3	467	460	733	840
MYO15A	1	1	3	4
ALKBH5	416	381	381	499
APOH	0	0	0	0
NLRP1	0	1	4	2
PITPNM3	10	24	18	15
SPAG7	130	145	105	105
ORC6	64	69	131	139
ZFHX4	0	0	0	0
SLC17A6	0	0	0	0
CPA1	0	0	0	0
ZC3HC1	32	39	42	40
ESR1	2905	2856	2017	2508
RGS17	57	64	72	66
ANGPT2	0	0	0	0
TMEM101	124	115	73	107
CD200	0	0	0	0
CCDC80	0	0	0	1
CMA1	1	0	0	0
PSME1	613	596	489	651
PPP2R3C	76	78	69	74
HAUS4	105	84	89	84
JPH4	0	0	0	0
MYH7	0	0	0	1
CEBPE	0	0	0	0
SLC7A8	4	3	3	7
OSGEP	124	107	133	165
SLC22A17	32	26	22	32
RNF31	98	105	101	155
SCFD1	254	253	266	286
